Title,Abstract,ArticleURL,Year,Cites,Authors,SELECTED
Mr-gsm8k: A meta-reasoning benchmark for large language model evaluation,"… evaluation paradigm for Large Language Models (LLMs) that … following in addition to mathematical reasoning, we explored … a superficial mastery of mathematical reasoning. Despite …",https://arxiv.org/abs/2312.17080,2023,27,"Z Zeng, P Chen, S Liu, H Jiang, J Jia",1
Lpml: llm-prompting markup language for mathematical reasoning,"… In utilizing large language models (LLMs) for mathematical reasoning, addressing the errors … language and perform advanced mathematical reasoning using only zero-shot prompting. …",https://arxiv.org/abs/2309.13078,2023,23,"R Yamauchi, S Sonoda, A Sannai…",1
Exploring and improving the spatial reasoning abilities of large language models,"… (CoT) [21], in which the few-shot examples are augmented by a stepby-step reasoning, has superseded In-context Learning on an array of textual and mathematical reasoning tasks. …",https://arxiv.org/abs/2312.01054,2023,19,M Sharma,0
Towards reasoning in large language models via multi-agent peer review collaboration,"… Table 2 shows the accuracy comparison on the mathematical reasoning datasets. Our peer review strategy surpasses all single-agent and multi-agent baselines across all datasets, …",https://arxiv.org/abs/2311.08152,2023,39,"Z Xu, S Shi, B Hu, J Yu, D Li, M Zhang, Y Wu",1
How abilities in large language models are affected by supervised fine-tuning data composition,"… In this study, we focus on the data composition problem among mathematical reasoning, code generation, and general human-aligning abilities in SFT. We aim to comprehensively …",https://arxiv.org/abs/2310.05492,2023,179,"G Dong, H Yuan, K Lu, C Li, M Xue, D Liu…",0
math-PVS: A Large Language Model Framework to Map Scientific Publications to PVS Theories,"… , recent efforts based on large language models (LLMs) aspire … Given that large language models (LLMs) do not directly … assistant that can review mathematical reasoning in a research …",https://arxiv.org/abs/2310.17064,2023,0,"H Saidi, S Jha, T Sahai",1
"Numerical reasoning in NLP: Challenges, innovations, and strategies for handling mathematical equivalency","… needed to enhance the mathematical reasoning capabilities of large language models, bridging the gap between natural language processing and mathematical reasoning domains. …",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/285863/1/djohk00840.pdf,2023,2,Q Liu,0
Tora: A tool-integrated reasoning agent for mathematical problem solving,"… Large language models have made significant progress in … -source models on 10 mathematical reasoning datasets across all … of tool interaction for mathematical reasoning, providing …",https://arxiv.org/abs/2309.17452,2023,244,"Z Gou, Z Shao, Y Gong, Y Shen, Y Yang…",1
Mathcoder: Seamless code integration in llms for enhanced mathematical reasoning,"… Chain of thought prompting elicits reasoning in large language models. In Alice H. Oh, Alekh Agarwal, Danielle Belgrave, and Kyunghyun Cho (eds.), Advances in Neural Information …",https://arxiv.org/abs/2310.03731,2023,137,"K Wang, H Ren, A Zhou, Z Lu, S Luo, W Shi…",1
Olapa-MCoT: Enhancing the Chinese Mathematical Reasoning Capability of LLMs,"… With remarkable performance in various Natural Language Processing (NLP) tasks and ability to interact as a human being, Large Language models (LLMs) has become the focus of …",https://arxiv.org/abs/2312.17535,2023,0,"S Zhu, Z Wang, C Zhuo, H Lu, B Hu, Z Li",1
Reasoning arithmetic word problems entailing implicit relations based on the chain-of-thought model,"… Large language models (LLMs) are incredibly powerful in modeling natural language, but they can face significant obstacles when considering mathematical reasoning. One major …",https://researchers.mq.edu.au/en/publications/reasoning-arithmetic-word-problems-entailing-implicit-relations-b,2023,1,"H Meng, L Yue, G Sun, J Shen",0
Rewriting Math Word Problems with Large Language Models.,"… We found it could use that code as a structure for its response when engaging in tasks that require mathematical reasoning. Keeping these techniques and caveats in mind, we were …",https://eric.ed.gov/?id=ED655931,2023,18,"K Norberg, H Almoubayyed, SE Fancsali, L De Ley…",0
Gpt can solve mathematical problems without a calculator,"… mathematical reasoning, we propose the MathGLM model that designed with the specific goal of enhancing the performance of LLMs in mathematical reasoning… large language models (…",https://arxiv.org/abs/2309.03241,2023,64,"Z Yang, M Ding, Q Lv, Z Jiang, Z He, Y Guo…",1
From good to great: Improving math reasoning with tool-augmented interleaf prompting,"… This paper investigates the performance of Large Language Models (LLMs) and Tool… Exemplars All quintet mathematical reasoning datasets allocate two exemplars, which are …",https://arxiv.org/abs/2401.05384,2023,6,"N Chen, H Li, B Wang, J Li",1
Financemath: Knowledge-intensive math reasoning in finance domains,"… Large language models (LLMs) have been increasingly recognized for their potential for … dependent on the foundational aspect of mathematical reasoning, a topic that has garnered …",https://arxiv.org/abs/2311.09797,2023,25,"Y Zhao, H Liu, Y Long, R Zhang, C Zhao…",1
Geomverse: A systematic evaluation of large models for geometric reasoning,"… Large language models have shown impressive results for multi-hop mathematical reasoning … Many mathematical reasoning problems, however, contain both text and image. With the …",https://arxiv.org/abs/2312.12241,2023,76,"M Kazemi, H Alvari, A Anand, J Wu, X Chen…",1
A symbolic framework for evaluating mathematical reasoning and generalisation with transformers,"… approach to perturbing mathematical reasoning, and hence … generation of annotated mathematical reasoning, which allows … of models on mathematical reasoning tasks (Fig. 1). (4.) …",https://arxiv.org/abs/2305.12563,2023,6,"J Meadows, M Valentino, D Teney, A Freitas",1
Tuning ChatGPT mathematical reasoning limitations and failures with process supervision,… Large language models now do complex multi-step reasoning far better than they did in the … Large language models now do complex multi-step reasoning far better than they did in the …,https://www.noveltyjournals.com/upload/paper/TUNING%20CHATGPT%20MATHEMATICAL-29082023-1.pdf,2023,4,I Poola,0
Turning large language models into cognitive models,"… Large language models are powerful systems that excel at many tasks, ranging from translation to mathematical reasoning. … gap and ask whether large language models can be turned …",https://arxiv.org/abs/2306.03917,2023,127,"M Binz, E Schulz",0
Chain-of-thought reasoning in tabular language models,"… powerful large language models (LLMs) to promote multi-hop mathematical reasoning. However, it … (3) Large language models with CoT prompting: Beside standard prompting, we also …",https://aclanthology.org/2023.findings-emnlp.734/,2023,14,"M Zheng, H Yang, W Jiang, Z Lin, Y Lyu…",1
Fill in the blank: Exploring and enhancing LLM capabilities for backward reasoning in math word problems,"… They have been successfully applied to mathematical reasoning, specifically in solving … (4) Enhancing the backward reasoning capabilities of large language models (LLMs) can be …",https://arxiv.org/abs/2310.01991,2023,9,"A Deb, N Oza, S Singla, D Khandelwal, D Garg…",1
Large language models cannot self-correct reasoning yet,"… For example, in the context of mathematical reasoning, an LLM might initially solve a complex problem but make an error in one of the calculation steps. In an ideal self-correction …",https://arxiv.org/abs/2310.01798,2023,569,"J Huang, X Chen, S Mishra, HS Zheng, AW Yu…",1
Mathematical capabilities of chatgpt,"… Such strong task-related performance indicates that large language models (LLMs) could … We assess the mathematical reasoning capabilities of two ChatGPT versions, 9-January-2023 …",https://proceedings.neurips.cc/paper_files/paper/2023/hash/58168e8a92994655d6da3939e7cc0918-Abstract-Datasets_and_Benchmarks.html,2023,757,"S Frieder, L Pinchetti, RR Griffiths…",1
Making large language models better reasoners with alignment,"… GSM8K GSM8K is a widely used mathematical reasoning dataset, which comprises 8.5K varied math word problems for grade school, developed by human authors. It is partitioned into …",https://arxiv.org/abs/2309.02144,2023,68,"P Wang, L Li, L Chen, F Song, B Lin, Y Cao…",1
Logic-lm: Empowering large language models with symbolic solvers for faithful logical reasoning,"… Mathematical reasoning can be considered a specialized subset of logical reasoning, … Despite plenty of works studying mathematical reasoning, our work pioneers in extending the …",https://arxiv.org/abs/2305.12295,2023,356,"L Pan, A Albalak, X Wang, WY Wang",1
Large language models are versatile decomposers: Decomposing evidence and questions for table-based reasoning,"… instructions about detailed specific tasks, Large Language Models (LLMs) can perform in-… , including text classification, semantic parsing, mathematical reasoning, etc. Inspired by the …",https://dl.acm.org/doi/abs/10.1145/3539618.3591708,2023,187,"Y Ye, B Hui, M Yang, B Li, F Huang, Y Li",0
A mechanistic interpretation of arithmetic reasoning in language models using causal mediation analysis,… Mathematical reasoning in large language models (LMs) has garnered significant attention in … While large language models (LMs) have recently achieved impressive performance on a …,https://arxiv.org/abs/2305.15054,2023,127,"A Stolfo, Y Belinkov, M Sachan",1
Jiuzhang 2.0: A unified chinese pre-trained language model for multi-task mathematical problem solving,"… tasks, we leverage large language models (LLMs) as … they have a stronger mathematical reasoning capacity due to the … benefit from the mathematical reasoning capacity of the LLM. …",https://dl.acm.org/doi/abs/10.1145/3580305.3599850,2023,11,"X Zhao, K Zhou, B Zhang, Z Gong, Z Chen…",1
Democratizing reasoning ability: Tailored learning from large language model,… Large language models (LLMs) exhibit impressive emergent abilities in natural language … word problem datasets to evaluate the mathematical reasoning ability. GSM8k is a primary …,https://arxiv.org/abs/2310.13332,2023,35,"Z Wang, S Huang, Y Liu, J Wang, M Song…",1
